Image URL,Title,Article URL,Content,Date,Comments,Read Time,number_of_birders,number_of_observations,number_of_lists,number_of_species,number_of_unique_lists_with_media,names_of_birders,winner_name,how_was_winner_chosen,location_of_challenge,checklist_requirements,extra_condition,tips_or_important_points,bird_species_mentioned
https://birdcount.in/wp-content/uploads/2023/04/364130891_Indian-Cormorant-1-870x555.jpg,March 2023 eBirders of the Month,https://birdcount.in/mar23-ebirders/,The challenge for March was to upload at least 31 lists and out of which 2 to be from 2 different hotspots. A total of 46 birders met the challenge. The winner selected from these 47 names is Srinivas Mallela.,"Apr 18, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/03/143861961-greater-thick-knee-870x621.jpg,April 2023 eBirding Challenge,https://birdcount.in/apr23-challenge/,The eBird-India challenge for April is to upload 20 or more rated photos or audio recordings,"Mar 31, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/03/72991301-Chestnut-crowned-Warbler-870x547.jpeg,February 2023 eBirders of the Month,https://birdcount.in/feb23-ebirders/,"From the 153 eBirders that met Feb 2023's eBird Challenge, the winner drawn using a computer-generated random number is Dambar Kumar Pradhan.","Mar 23, 2023",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/03/511826651-Ropi-870x580.jpeg,March 2023 eBirding Challenge,https://birdcount.in/mar23-challenge/,The challenge for March is to upload at least 31 eligible lists* out of which 2 should be from 2 different hotspots where you eBirded during the previous three months (December 2022 to February 2023),"Mar 1, 2023",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/02/488874391_Tlwa-870x581.jpeg,January 2023 eBirders of the Month,https://birdcount.in/jan23-ebirders/,"A total of 52 birders met the eBird-India challenge for January 2023! It involved uploading at least 20 lists, with a few from two different wetlands.","Feb 21, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/01/2400-bnst-divya-shrivatsava_1023x682-870x580.jpeg,February 2023 eBirding Challenge,https://birdcount.in/feb23-challenge/,"Keeping the Great Backyard Bird Count in mind, February's eBird-India challenge involves uploading at least 40 eligible lists.","Jan 31, 2023",0 Comments,1 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/01/2400-indian_scops_owl_682x682.jpeg,December 2022 eBirders of the Month,https://birdcount.in/dec22-ebirders/,"Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in December by-the-numbers (with the previous month in brackets) No. of birders: 4,273 (3,906) Number of observations: 8 lakh (6.8 lakh) Number of lists (all types):...","Jan 21, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/12/250284811-pallas-fish-eagle-870x580.jpeg,January 2023 eBirding Challenge,https://birdcount.in/jan23-challenge/,"For January, the challenge is to upload at least 20 eligible* lists. From the set of 20 lists at least two lists should be from two different wetlands.","Dec 31, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2018/12/124237891-STSE-Rajdeep-Mitra-870x580.jpg,November 2022 eBirders of the Month,https://birdcount.in/nov22-ebirders/,"From the 37 names of eBirders who met the November 2022 eBird-India challenge, one winner was drawn using a computer-generated random number. This person is Angeline Mano M who receives a who receives a T-shirt (Endemic Birds of India) as a small gift in appreciation!","Dec 21, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/11/malkoha-pinak-paul-870x581.jpeg,December 2022 eBirding Challenge,https://birdcount.in/dec22-challenge/,"The eBird-India challenge for December is to post at least 40 lists and to augment them with media (photographs/ sound recordings). At least 5 out of the 40 lists should have 1 or more media. Each list should be no-X, complete checklists of at least 15 minutes duration","Nov 30, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/11/1800-870x622.jpeg,October 2022 eBirders of the Month,https://birdcount.in/oct22-ebirders/,October is usually one of the best months for birding in India with migration in full swing. Birdwatchers were remarkably active this October as you can see from the break-up of eBirding in India during the month (with previous month in brackets). We observed a...,"Nov 23, 2022",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/10/Rosy-starling-Murmaration-Shrutidev-Mishra-crop_660x682.jpeg,November 2022 eBirding Challenge,https://birdcount.in/nov22-challenge/,"The eBird-India November challenge is to upload 1 checklist every day in November. However, during the first weekend of November upload at least 4 lists per weekend day.","Oct 31, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/10/2400_1024x576-870x489.jpeg,September 2022 eBirders of the Month,https://birdcount.in/sep22-ebirders/,The challenge for September was to upload at least 30 list with 6 out of 30 lists to be shared lists.  A total of 114 birders met the target.,"Oct 18, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/09/2400-5_853x682.jpeg,October 2022 eBirding Challenge,https://birdcount.in/oct22-challenge/,"The eBird-India challenge for October is to post at least 40 eligible lists over 31 days of the month. However, at least 5 out of these lists should be uploaded on 8th OctoberWild Bird Day.","Sep 30, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/09/2400-2-jaya_749x682.jpeg,August 2022 eBirders of the Month,https://birdcount.in/aug22-ebirders/,"The challenge for August was not just to upload a set number of lists but also to add behaviour comments and breeding codes. A total of 20 birders met the target. From these 20 names, one was drawn using a computer-generated random number. This person is Supriya Kulkarni who receives a copy of The Most Perfect Thing: Inside (and Outside) a Birds Egg by Tim Birkhead as a small gift in appreciation!","Sep 21, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/08/2400_1023x682-870x580.jpeg,September 2022 eBirding Challenge,https://birdcount.in/sep22-challenge/,"September 2022 challenge was to upload at least 30 lists, of which, at least 6 should be shared with other eBirders. A total of 114 birders met the target and the winner is  H Nambiar from Kerala.","Aug 27, 2022",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/08/2400-3_1023x682-870x580.jpeg,July 2022 eBirders of the Month,https://birdcount.in/jul22-ebirders/,"The eBird monthly challenge for July was to upload at least 31 lists15 lists in the first half of the month and at least 16 lists in the second half. A total of 100 birders met the target. From these 100 names, one was drawn using a computer-generated random number. This person is Tarachand Bairwa who receives a T-shirt (Endemic Birds of India) as a small gift in appreciation.","Aug 24, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/07/2400-btbe_1023x682-870x580.jpeg,August 2022 eBirding Challenge,https://birdcount.in/aug22-challenge/,"eBird-India monthly challenge for August is to upload 20 or more eligible lists containing at least one species with comments on its behaviour. In addition to this, any 10 lists among the 20 should have at least one breeding code.","Jul 30, 2022",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/07/2400-emerald-cuckoo_1022x682-870x581.jpeg,June 2022 eBirders of the Month,https://birdcount.in/jun22-ebirders/,"June saw less birding compared to May. It could be because of the heat or rains in many places or the absence of birding events. Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in June by the numbers (with the previous...","Jul 20, 2022",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/06/2400-2_868x682.jpeg,July 2022 eBirding Challenge,https://birdcount.in/jul22-challenge/,It can be easy to let birding activity slip into a bit of a lull in July as the monsoon makes its presence felt across much of the country. But the rains are hardly a reason to cut down on watching birds! A number of interesting observations can be made during this...,"Jun 30, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/06/2400_909x682-870x653.jpeg,May 2022 eBirders of the Month,https://birdcount.in/may22-ebirders/,"May is usually the month with the lowest birding activity in India, however many birders were out birding braving the high temperatures and heavy rains in some regions. Here is the breakup of birding in India in the month of May 2022 (with the previous month in...","Jun 23, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/05/Common-Cuckoo-Albin-Jacob_1024x576-870x489.jpg,June 2022 eBirding Challenge,https://birdcount.in/jun22-challenge/,"June is the time when both resident and migratory cuckoos are active and searching for potential sites where the host birds are likely to nest. In the Himalaya, Large Hawk-Cuckoo, Himalayan Cuckoo, Common Cuckoo have been vocal since May, and in northeast India its...","May 28, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/05/2400-nipi_946x682-870x627.jpeg,April 2022 eBirders of the Month,https://birdcount.in/apr22-ebirders/,"As the temperature rises in most parts of India, April tends to see a further drop in birding activity. Here is the breakup of birding in India in the month of April 2022 (with the previous month in brackets): No. of birders: 3,339 (3,985) Number of observations:...","May 21, 2022",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/04/2400-Neeraja_1023x682-870x580.jpeg,May 2022 eBirding Challenge,https://birdcount.in/may22-challenge/,"Though the soaring temperatures in May might make you uncomfortable going out birding it's still one of the best times of the year to watch breeding behaviour. There are also 3 one-day events happening in May Endemic Bird Day, Himalayan Bird Count and Global Big...","Apr 28, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/04/2400-sneha-gupta_1024x682-870x579.jpeg,March 2022 eBirders of the Month,https://birdcount.in/mar22-ebirders/,"After much birding in January and February, birding generally drops a bit in March. Let's look at the break-up of eBirding in India in March (with the previous month in brackets). No. of birders: 3,985 (5,708) Number of observations: 7.9 lakh (11.9 lakh) Number of...","Apr 20, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/03/2400-2_1200x800-870x580.jpg,April 2022 eBirding Challenge,https://birdcount.in/apr22-challenge/,"It's April, which means that in most parts of India, breeding has begun or will begin very soon for many species. The air is filled with bird sounds and a lot of birders are keen to document interesting breeding behaviors through photographs and sound recordings....","Apr 1, 2022",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/03/2400-1_1031x800-870x675.jpg,February 2022 eBirders of the Month,https://birdcount.in/feb22-ebirders/,"With the winter, the GBBC, and several other events and festivals - February is a month for birding quite unlike any other! Here is the breakup of birding in India in the month of February 2022 (with the previous month in brackets): No. of birders: 5,708 (4,056)...","Mar 22, 2022",2 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/03/1800-870x580.jpg,March 2022 eBirding Challenge,https://birdcount.in/mar22-challenge/,Congratulations to all for an immensely successful Great Backyard Bird Count (GBBC) and Campus Bird Count (CBC)! Birders in India participated from so far and wide that we reached 1000 species for the first time and have become one of very few countries to do so!...,"Mar 1, 2022",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/02/2400-1-arijit_1048x800-870x664.jpeg,January 2022 eBirders of the Month,https://birdcount.in/jan22-ebirders/,"Start of the new year, there was a big uptick seen in birding activity. This could be due to Asian Wetland Census planned across the country. Before moving on to the results for the monthly challenge, here is a brief glimpse of birding in January by-the-numbers...","Feb 24, 2022",3 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/02/2400-Gayatri-Pimple_1200x778-870x564.jpeg,February 2022 eBirding Challenge,https://birdcount.in/feb22-challenge/,"While the excitement of the Asian Waterbird Census continues in February it's time for a new event to celebrate. As you know, every February brings the Great Backyard Bird Count, a worldwide birding event in which tens of thousands of people take part. This year...","Feb 1, 2022",2 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/01/2400-rofikul_1157x800-870x602.jpeg,December 2021 eBirders of the Month,https://birdcount.in/dec21-ebirders/,"The last month of the year saw a slight increase in birding activity. Here is the breakup of eBirding in the country in December 2021 (with the previous month in brackets): No. of birders: 3,522 (3,373) Number of observations: 6.6 lakh (5.9 lakh) Number of lists...","Jan 20, 2022",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/12/2400-Gopalakrishna-R_1200x675-870x489.jpg,January 2022 eBirding Challenge,https://birdcount.in/jan22-challenge/,"As we approach the new month of 2022, it's time to start a new eBirding challenge! Just like every year, January is dedicated to the Asian Waterbird Census (AWC). Birders from all across India (and Asia!) will be visiting several wetlands to document the birds as...","Dec 29, 2021",3 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/12/2400-anuj_1000x800-870x696.jpg,November 2021 eBirders of the Month,https://birdcount.in/nov21-ebirders/,"November showed a slight dip in terms of the number of observations and checklists uploaded, however, more birders were out birding than in October. Here is a brief glimpse of birding in November 2021 by the numbers (with the previous month in brackets). No. of...","Dec 22, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/11/2400_1200x794-870x576.jpg,December 2021 eBirding Challenge,https://birdcount.in/dec21-challenge/,"In many parts of the country, November was very wet, windy, and dreary! But December promises to be more sunny. The majority of our winter migrants have arrived and will spend the next few months fattening up before preparing for the long journeys back to their...","Nov 30, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/11/2400-rtpi_1174x800-870x593.jpeg,October 2021 eBirders of the Month,https://birdcount.in/oct21-ebirders/,"October saw an increase in the number of birders, lists, and species. Thanks to all the birders who participated in Wild Bird Day/ October Big Day and Global Bird Weekend! Before moving on to the results for the monthly challenges, here is a brief glimpse of...","Nov 22, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/10/1800-870x653.jpg,November 2021 eBirding Challenge,https://birdcount.in/nov21-challenge/,November is a wonderful time to watch resident and winter migrants that have begun to establish themselves across the country. Birders are being treated to the sights and sounds of birds from India and other parts of the world. This months eBird challenge is...,"Oct 30, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/10/2400-4_904x630-870x606.jpeg,September 2021 eBirders of the Month,https://birdcount.in/sept21-ebirders/,"The transition in the bird diversity that started in September will continue through November with an increasing number of species and individuals of migrating birds seeking their wintering grounds in India. To increase the chances of spotting migrants, the...","Oct 20, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/09/188507151-emha-pankaj-chibber_951x630-870x576.jpg,October 2021 eBirding Challenge,https://birdcount.in/oct21-challenge/,"Now that September is over, it's time to announce the October challenge. Migrants are pouring into various regions of the country, and October officially kicks off the winter season in the majority of places. This means that more birders will be out and about,...","Sep 30, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/09/197341221-Mallika-Rajasekaran-870x580.jpg,August 2021 eBirders of the Month,https://birdcount.in/aug21-ebirders/,"Note: We have updated the gift for the winner of this challenge.  Despite severe rains in several areas, birdwatchers continued to observe birds in August, uploading more than twenty-four thousand checklists from all across the country! Here is a brief glimpse of...","Sep 21, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/08/139444111-P-Gopalan_1024x576-870x489.jpg,September 2021 eBirding Challenge,https://birdcount.in/sept21-challenge/,We look forward to September like children to birthday parties! This is that time of the year when winter migrants are trickling in and to spot any species that is first for the season to that region is very exciting. Rosy Starlings have started arriving in large...,"Aug 31, 2021",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/08/361078861-Vivek-Saggar-870x580.jpg,July 2021 eBirders of the Month,https://birdcount.in/jul21-ebirders/,"Updated on 25  Aug 2021 to correct an error in analysis. Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in July by the numbers (with the previous month in brackets). No. of birders: 2,321 (2,302) Number of...","Aug 19, 2021",8 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/07/95832571-stbu-Pratik-Humnabadkar-870x594.jpg,August 2021 eBirding Challenge,https://birdcount.in/aug21-challenge/,"Although a majority of our resident birds have finished breeding, there are still a few that have just started or are in the middle of their breeding activities. To understand the breeding ecology of birds across our Indian subcontinent, which otherwise is poorly...","Jul 28, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/07/352999711-Krishnan-Sivasubramaniam-870x580.jpg,June 2021 eBirders of the Month,https://birdcount.in/jun21-ebirders/,"Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in June by the numbers (with the previous month in brackets). No. of birders: 2,302 (2,340) Number of observations: 3.4 lakh (3.5 lakh) Number of lists (all types): ...","Jul 21, 2021",3 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/06/340786741-Ansar-Ahmad-Bhat-libi-870x653.jpg,July 2021 eBirding Challenge,https://birdcount.in/jul21-challenge/,"We all know that wetlands are significant habitats for many species. Wetlands provide food, water, shelter and often act as crucial breeding sites for a large number of birds. The continued existence of certain species such as Sarus Crane depends on the existence...","Jun 30, 2021",5 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/06/215810781-Sneha-Gupta-glib-870x544.jpg,May 2021 eBirders of the Month,https://birdcount.in/may21-ebirders/,"Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in May by the numbers (with the previous month in brackets). No. of birders: 2,340 (2,816) Number of observations: 3.5 lakh(4.6 lakh) Number of lists (all types):  23,494...","Jun 19, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/05/204782021_Shivam-Tiwari_bcbe-870x575.jpg,June 2021 eBirding Challenge,https://birdcount.in/june21-challenge/,"June brings hope and anticipation of rainsa relief from the sweltering heat. Calls of our resident and migratory cuckoos such as the Asian Koel, Common Hawk-cuckoo, Pied Cuckoo, can be heard in early mornings and late evenings. However, they become extremely vocal...","May 30, 2021",2 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/05/204200811-ghwa-Carlos-Bocos-870x580.jpg,April 2021 eBirders of the Month,https://birdcount.in/apr21-ebirders/,"The second wave of COVID-19 has restricted the majority of us to stay indoors. Just like last year, many birders took up the challenge of exploring birds at or around their homes, uploading their lists in eBird. Here is the breakup of eBirding in the country in...","May 21, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/04/243155231-cbsb-Dibyendu-Ash-870x580.jpg,May 2021 eBirding Challenge,https://birdcount.in/may21-challenge/,May may not be a great month for birding in India but it is the peak breeding season for most birds across the country. This month's challenge involves watching our resident birds closely and see if any of them show signs of breeding. You might see some birds...,"Apr 27, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/04/328364461-rupr-abhishek-das-870x489.jpg,March 2021 eBirders of the Month,https://birdcount.in/mar21-ebirders/,"Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in March by-the-numbers (with the previous month in brackets) Number of birders: 3549 (4537) Number of observations: 6.6 lakh (9.4 lakh) Number of lists (all types): ...","Apr 23, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/03/178511361-swst-hemant_1280x853-870x580.jpg,April 2021 eBirding Challenge,https://birdcount.in/apr21-challenge/,"With the onset of summer, our resident birds seem to be well underway with their breeding activities the dawn chorus waxes, and the air is filled with bird sounds. A lot of birders are looking to document interesting breeding behaviours. This month, the challenge...","Mar 29, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/03/171381291-Nitin-Chandra-870x580.jpg,February 2021 eBirders of the Month,https://birdcount.in/feb21-ebirders/,"India saw a lot of birding in February, thanks to the Great Backyard Bird Count! Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in February by-the-numbers (with the previous month in brackets) Number of birders: 4537...","Mar 24, 2021",5 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/02/306038481-Rbrr-PRITAM-GHOSH-1-870x624.jpg,March 2021 eBirding Challenge,https://birdcount.in/mar21-challenge/,February produced some excitement among birdwatchers especially with Great Backyard Bird Count (GBBC) and Campus Bird Count (CBC). Here is a preliminary report on GBBC and a full report will be published by April. The last date to upload all your GBBC checklists is...,"Feb 27, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/02/246852861-Vishnu-Vinod-800x800.jpg,January 2021 eBirders of the Month,https://birdcount.in/jan21-ebirders/,"Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in December by-the-numbers (with the previous month in brackets) Number of birders: 3887 (2598 ) Number of observations:  7.9 lakh (5.3 lakh) Number of lists (all...","Feb 16, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/01/94409441_Red-faced-Liocichla_albin-1-870x535.jpg,February 2021 eBirding Challenge,https://birdcount.in/feb21-challenge/,"While we are all busy finishing up uploading our waterbird counts for the January challenge, the exciting month of February is upon us! As you know, every February brings the Great Backyard Bird Count, a worldwide birding event in which tens of thousands of people...","Jan 29, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2021/01/205946671_Manish-Panchal_spre-870x580.jpg,December 2020 eBirders of the Month,https://birdcount.in/dec20-ebirders/,"Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in December by-the-numbers (with the previous month in brackets) Number of birders: 2598 (2926) Number of observations: 5.3 lakh (5.4 lakh) Number of lists (all types):...","Jan 23, 2021",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/12/288438271_Bluethroat-870x489.jpg,January 2021 eBirding Challenge,https://birdcount.in/jan21-challenge/,"Just like every year, January is dedicated to the Asian Waterbird Census (AWC). Birders all across India (and all of Asia!) will be visiting all kinds of wetlands to document birds as well as the state of wetlands that harbor them. Initiatives such as these...","Dec 28, 2020",2 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/12/80940121_Krishna-Murty-870x579.jpg,November 2020 eBirders of the Month,https://birdcount.in/nov20-ebirders/,"Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in November by-the-numbers (with the previous month in brackets) Number of birders: 2926 (2502) Number of lists (all types): 26402 (25609) Number of observations: 5.4...","Dec 21, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/11/2400-31_1280x720-870x489.jpeg,December 2020 eBirding Challenge,https://birdcount.in/dec20-challenge/,The challenge for November was to upload 1 checklist every day in November and 2 lists a day during the Sálim Ali Bird Count. December marks the peak winter migrant activity for most of the country and as the birding increases so does the number of lists being...,"Nov 30, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/11/280185861_Saswat-Mishra-870x622.jpg,October 2020 eBirders of the Month,https://birdcount.in/oct20-ebirders/,"Thanks to all the birders who participated in Wild Bird Day/ October Big Day and Global Bird Weekend! As a result, this month saw an increase in birding activity. Here is the break-up of eBirding in India in October 2020 (with the previous month in brackets)....","Nov 20, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/10/77067211_Rajesh-Mangal_1211x800-870x575.jpg,November 2020 eBirding Challenge,https://birdcount.in/nov20-challenge/,"The enthusiasm of Wild Bird Day/ October Big Day continues this month, as we take part in two uniquely Indian birding events in November- Salim Ali Bird Count and Maharashtra Pakshi Saptah  This months eBird challenge is designed to highlight these two events. The...","Oct 30, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/10/205477641_Subramanya-870x621.jpg,September 2020 eBirders of the Month,https://birdcount.in/sept20-ebirders/,"September sees a rush of migrants arriving in India, some that stay the duration of the winter and others that move on after a few days. As a result, September normally sees an increase in birding activity in our country. Here is the break-up of eBirding in India...","Oct 20, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/09/178132701_Abhishek-Das-870x568.jpg,October 2020 eBirding Challenge,https://birdcount.in/oct20-challenge/,"September produced some excitement among birdwatchers as the season's first migrant Grey Wagtails and Blue-tailed Bee-eaters were seen from balconies and rooftops. Bird enthusiasts in Tamil Nadu celebrated the arrival of the Common Sandpiper, Greenish Warbler, and...","Sep 29, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/09/245952481_dilip-c-gupta-870x580.jpg,August 2020 eBirders of the Month,https://birdcount.in/aug20-ebirders/,"With the early migrants trickling in, there has been a slight increase in birding activity. Here is the breakup of eBirding in India in the month of August 2020 (with the previous month in brackets): Number of birders: 1,810 (1,745) Number of lists (all types): 17,...","Sep 17, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/08/132785401_samarendra-Chowdhury-870x565.jpg,September 2020 eBirding Challenge,https://birdcount.in/sept20-challenge/,"September is a powerful month in terms of bird activity. Be it a non-descript brown-grey warbler or a flock of grey-yellow buntings, migrants are flying into various parts of the country. Whether you are birding from your backyard or rooftop, do keep an eye out for...","Aug 31, 2020",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/08/250493861_Savithri-singh-870x582.jpg,July 2020 eBirders of the Month,https://birdcount.in/jul20-ebirders/,"While fledglings and immature of many species are seen in July, there are still a few species that continue breeding. Here is the breakup of birding in India in the month of July 2020 (with the previous month in brackets): Number of birders: 1,745 (2,014) Number of...","Aug 20, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/07/179987671_Ramesh-Desai-870x580.jpg,August 2020 eBirding Challenge,https://birdcount.in/aug20-challenge/,"August is an interesting time of the year for birds and birdwatchers. Migrants are on the move and are so are the birders! This year a long-distance trip to watch specific migrant species may not be possible, but it still gives us immense joy and excitement to spot...","Jul 31, 2020",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/07/249340651-Blyths-Starling-Novelkumar-870x580.jpg,June 2020 eBirders of the Month,https://birdcount.in/jun20-ebirders/,"With the monsoon reaching many parts of India in June, many birds are breeding -- either building nests and incubating eggs, or busy feeding young and taking care of fledgelings. To mark this, the India eBirding challenge for June included looking for and reporting...","Jul 20, 2020",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/06/234845491_WTKF_Savitri-Singh-870x631.jpg,July 2020 eBirding Challenge,https://birdcount.in/jul20-challenge/,"With several states extending travel restrictions, and the monsoons ramping up as well, it will be difficult for birders to travel in July. However, for many of our breeding birds, July is an important time of the year as young birds and fledglings have begun to...","Jun 30, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/06/237146401-Manjunath-Desai-870x580.jpg,May 2020 eBirders of the month,https://birdcount.in/may20-ebirders/,"Full lockdown in most parts of India ended partway through May. The earlier April challenge and the Lockdown Birding Challenge both had the target as uploading exactly 15 min lists, which caused a fair bit of confusion. So this month we are going back to our usual...","Jun 23, 2020",2 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/05/228902061_ptja_Debraj-Gosh-870x562.jpg,June 2020 eBirding Challenge,https://birdcount.in/jun20-challenge/,"The usual onset of southwest monsoon starts in June bringing some respite from the heat. Be it finding a suitable nest site or incubating eggs, or carrying food to young chicks - the breeding of our resident birds continues in June. A flurry of movement- one minute...","May 31, 2020",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2020/05/225437711-Brahminy-Kite-Karmannye-Chaudhary-870x627.jpg,April 2020 eBirders of the Month,https://birdcount.in/apr20-ebirders/,"India was in full lockdown for all of April, with most people required to stay at home. Many took up the challenge of exploring the birds at or around their homes, and helped document them by uploading their lists on eBird. Here is the breakup of eBirding in the...","May 18, 2020",1 Comment,2 min read,,,,,,,,,,,,,
